SR,DEW,TEM,TEM_MAX,TEM_MIN,WS_MAX,WS_MIN,WS,RH,RF
15.26,23.54,4.93,28.86,23.93,1.43,0.59,0.84,87.19,6.86
13.36,23.52,5.09,29.73,24.63,1.45,0.01,1.43,84.56,11.5
11.99,23.62,2.7,26.98,24.27,1.61,0.58,1.03,90.44,9.09
18.92,23.33,4.58,28.67,24.09,1.25,0.2,1.05,84.75,2.15
16.57,23.58,5.37,29.44,24.07,1.35,0.38,0.97,85.69,5.68
13.71,22.78,3.45,27.56,24.11,0.84,0.09,0.75,83.62,7.5
20,23.33,6.02,30.19,24.17,1.2,0.64,0.55,82.19,9.65
12.97,23.44,5.42,29.33,23.91,1.39,0.7,0.7,85.81,16.46
19.99,22.68,7.43,30.55,23.12,1.94,0.02,1.91,80.25,0.82
16.83,23.54,6.31,30.62,24.31,1.21,0.22,0.99,81.81,11.56
13.68,23.9,3.3,27.55,24.26,1.52,0.32,1.2,89.31,64.51
17.45,24.11,5.86,30.29,24.43,1.19,0.15,1.04,85.56,7.58
20.15,24.24,6.8,30.94,24.14,1.59,0.14,1.45,85.44,17.94
16.56,23.83,6.6,30.57,23.97,1.83,0.06,1.77,84.62,11.39
18.46,23.67,7.01,30.79,23.79,1.45,0.2,1.25,83.31,22
16,23.46,6.05,29.65,23.6,1.38,0.16,1.23,84.56,20.05
16.25,23.48,4.76,28.51,23.75,1.23,0.09,1.14,87.06,17.96
19.11,23.61,6.49,30.58,24.1,0.93,0.41,0.53,83.56,10.23
18.25,23.82,6.73,30.09,23.37,1.91,0.64,1.27,86.06,3.79
12.15,24.19,3.5,27.88,24.37,1.62,0.38,1.24,91.5,29.93
12.14,23.68,4.66,28.64,23.98,1.91,0.17,1.74,88.31,32.9
17.01,23.55,4.96,28.48,23.52,1.73,0.93,0.79,89.06,16.12
9.29,22.44,4.94,27.45,22.52,1.3,0.88,0.42,86.75,7.14
12.18,23.19,6.05,28.66,22.62,1.51,0.88,0.62,89.19,28.83
13.77,23.74,4,27.23,23.23,1.7,0.79,0.91,91.75,23.22
10.88,23.51,4.65,27.87,23.22,1.66,0.87,0.79,89.62,27.34
12.17,23.54,6.59,29.59,23,1.86,0.55,1.31,87.25,41.06
17.4,23.17,6.41,30,23.59,1.04,0.28,0.76,83.94,16.21
18.8,23.81,4.55,28.96,24.4,1.51,0.5,1.01,86.5,10.82
7.13,23.28,4.38,28.05,23.67,1.62,0.79,0.83,88.38,15.22
18.32,23.64,2.5,26.02,23.51,1.66,1.05,0.6,93.75,19.54
12.93,24.11,3.01,26.89,23.88,1.67,0.38,1.29,94.19,45.93
12.98,23.05,3.25,26.76,23.51,1.95,0.77,1.16,89.56,10.41
16.08,22.8,6.88,29.54,22.65,1.52,0.41,1.11,85.31,4.27
17.38,22.66,6.49,29.54,23.04,1.93,0.71,1.22,84.38,2.41
18.77,23.05,6.5,29.83,23.34,1.84,0.62,1.22,84.12,2.12
19.55,23.29,5.84,28.47,22.63,1.96,1.12,0.84,89.62,3.69
20.17,22.88,6.6,29.24,22.65,1.89,0.7,1.19,85.38,1.69
19.1,23.42,5.76,29.28,23.52,1.7,0.55,1.16,86.06,3.34
17.4,23.41,6.16,29.3,23.13,1.79,1.15,0.64,87.5,4.71
16.23,23.41,4.08,27.67,23.59,1.52,0.77,0.75,89.94,8.88
16.09,23.01,4.84,28.26,23.42,1.2,0.72,0.48,86.88,20.52
17.42,23.75,4.26,27.9,23.65,1.77,0.68,1.08,90.31,47.1
16.77,23.01,6.35,29.15,22.8,1.31,0.2,1.11,84.69,13.35
16.28,23.3,5.24,28.85,23.61,1.29,0.21,1.08,86.25,22.73
9.21,22.69,4.58,27.96,23.37,1.36,0.28,1.09,86,23.94
9.64,22.6,5.9,28.09,22.19,1.62,0.87,0.75,87.94,19.2
14.36,22.96,5.94,28.83,22.89,1.64,0.06,1.58,85.56,19.15
9.89,23.37,4.13,27.4,23.26,1.69,0.35,1.33,90.69,16.64
18.53,22.83,7.05,29.44,22.38,2.01,0.88,1.13,86.12,2.11
20.47,22.46,6.61,28.71,22.1,2.41,1.31,1.1,86.81,0.33
18.79,22.76,7.1,29.05,21.94,1.86,1.14,0.72,87.31,4.7
18.08,22.88,7.02,29.51,22.48,1.59,0.79,0.8,86.25,1.38
18.38,23.29,5.2,29.49,24.28,1.8,0.06,1.74,84,2.28
11.89,24.22,5.02,29.55,24.54,1.5,0.62,0.89,88.94,11.72
20.58,23.48,5.16,29.29,24.12,1.21,0.18,1.03,85.44,12.08
20.26,22.96,6.64,30.1,23.46,1.38,0.23,1.15,81.38,6.1
21.52,22.33,7.28,30.3,23.01,1.59,0.02,1.57,78.5,0.96
21.2,22.15,7.53,30.16,22.63,1.15,0.55,0.59,79.88,2.57
15.91,22.56,7.24,29.3,22.07,1.53,0.1,1.43,85.12,3.53
12.6,22.72,6.36,29.08,22.72,2.23,1.09,1.15,86.56,3.87
9.94,22.39,6.19,28.22,22.02,2.41,1.29,1.12,88.19,2.48
7.1,22.82,4,26.42,22.43,1.8,0.38,1.42,91.62,16.72
11.09,23.19,3.92,27.01,23.09,1.48,0.43,1.05,90.31,5.33
9.02,23.46,5.61,28.9,23.3,2.39,1.05,1.34,89.19,12.19
12.04,23.34,5.41,28.76,23.36,1.77,0.43,1.34,87.88,10.93
17.5,22.82,7.55,29.62,22.08,1.64,0.47,1.17,85.62,6.53
16.74,22.7,6.39,29.15,22.76,2.14,0.78,1.36,85.25,1.26
15.83,22.49,7.16,29.39,22.23,2.39,1.13,1.26,85.12,0.58
14.08,22.48,6.96,29.04,22.08,1.96,1.04,0.92,86.25,5.25
16.33,22.48,7.03,29.43,22.39,1.9,0.55,1.34,85.44,1.32
17.97,22.05,7.43,29.33,21.9,2.12,1.2,0.91,84.5,0.57
18.22,21.44,7.62,28.84,21.23,2.1,0.58,1.52,83.12,0.51
18.17,21.97,6.38,28.31,21.93,2.05,0.41,1.65,84.06,1.58
18.37,21.7,6.84,28.53,21.7,1.55,0.06,1.49,82.56,0.76
16.96,22.53,6.95,29.64,22.69,1.88,0.13,1.76,83.06,1.79
16.14,22.3,6.17,28.93,22.75,2.2,0.55,1.65,84.12,1.04
18.09,21.34,6.23,28.11,21.88,2.72,1.19,1.53,83.06,0.11
17.38,20.73,7.74,28.91,21.17,2.12,0.36,1.77,79.94,0.57
20.7,20.92,8.56,29.72,21.16,1.84,0.54,1.3,78.56,0.53
21.52,21.75,7.34,29.37,22.04,1.71,0.67,1.04,81.25,0.36
21.01,22.11,6.48,29.43,22.95,1.05,0.45,0.6,81.44,0.64
9.3,22.03,5.38,28.17,22.79,1.62,0.39,1.23,83.12,1.32
20.02,22.11,7.71,30.14,22.43,1.32,0.23,1.09,81.06,0.87
19.1,22.24,7.35,29.85,22.51,1.57,0.08,1.5,80.75,2.33
20.71,20.98,7.53,29.52,21.99,1.38,0.51,0.87,76.81,0.87
18.81,22.23,7.77,29.73,21.94,1.31,0.08,1.23,82.12,9.11
20.55,22.28,7.86,29.8,21.94,1.85,0.39,1.47,83.12,3.47
20.58,21.09,8.19,29.48,21.3,2,0.95,1.05,81.31,0.07
21.97,21.23,8.24,29.48,21.23,2.12,0.77,1.35,81.12,0.01
20.58,21.66,9.02,29.85,20.83,1.88,0.68,1.2,82.44,0.86
19.52,22.36,8.08,29.9,21.83,1.97,0.59,1.38,83.88,2.03
20.09,22.14,7.75,30.01,22.26,1.65,0.48,1.18,82,0.87
21.21,21.51,8.66,30.07,21.4,1.8,0.62,1.18,80.12,0.22
22.03,20.66,9.27,29.23,19.96,2.48,1.23,1.24,81.88,0.05
23.07,21.3,10.3,30.48,20.18,1.64,0.22,1.42,80.12,0.64
23.09,22.08,8.41,30.44,22.02,1.95,0.38,1.57,80.19,1.36
23.24,21.89,9.91,30.99,21.08,1.87,0.76,1.1,81,0.45
21.87,22.6,9.16,30.9,21.73,1.88,0.2,1.68,81.31,2.82
20.93,22.96,6.91,30.42,23.51,1.48,0.32,1.16,80.81,2.96
22.38,23.4,6.36,30.37,24.01,1.36,0.12,1.23,81.44,0.87
19.14,22.69,7.28,30.9,23.62,1.73,0.33,1.41,80.19,0.72
21.26,22.65,7.34,31.04,23.69,1.55,0.28,1.27,78.19,1.53
23.6,22.24,8.59,31.23,22.64,1.76,0.48,1.28,78.38,0.13
23.55,21.69,8.97,30.81,21.83,1.95,0.7,1.26,78.38,0.01
25.24,20.36,9.4,30.18,20.77,1.91,0.93,0.98,77,0
26.07,20.05,10.03,30.16,20.13,1.91,0.07,1.84,75.38,0
24.74,19.77,9.43,30.01,20.59,2.2,0.83,1.38,75.25,0
25.47,19.69,10.05,28.98,18.91,2.85,1.62,1.23,80.31,0
24.5,19.93,9.3,29.27,19.97,3.15,1.6,1.55,79.5,0
25.1,20.68,9.51,29.71,20.21,2.54,0.96,1.58,80,0.05
24.37,20.41,8.67,28.96,20.29,1.91,0.3,1.61,78,0.02
23.26,19.69,8.9,29.8,20.9,2,0.67,1.33,74.12,0
24.34,18.9,10.52,30.21,19.7,2.17,0.31,1.86,72.5,0
25.87,19.35,11.74,30.65,18.9,1.73,1,0.73,74.31,0
22.03,20.41,8.82,29.97,21.14,1.85,0.65,1.21,76.31,0
26.16,20.77,7.75,29.95,22.19,2.48,1.23,1.24,77.31,0
26.73,20.84,7.82,29.8,21.98,1.91,0.75,1.16,77.06,0
25.28,21.09,8.06,30.72,22.66,1.23,0.26,0.98,73.62,0.29
18.65,22.55,7.74,30.87,23.13,1.21,0.22,0.99,78.69,0.26
23.73,22.87,7.88,31.17,23.29,0.8,0.28,0.52,78.56,2.11
20.74,22.62,7.67,30.77,23.09,1.41,0.05,1.35,78.25,1.03
22.7,22.94,6.88,30.38,23.51,1.41,0.53,0.88,80.88,2.39
22.57,22.8,8.76,31.4,22.63,1.59,0.31,1.27,80.19,2.28
11.64,23.06,7.02,30.65,23.64,1.54,0.33,1.21,81.06,4.08
20.28,22.69,7.15,30.17,23.02,1.36,0.34,1.02,80.5,5.02
24.22,22.18,8.1,30.98,22.89,1.24,0.12,1.11,78,2.34
25.53,21.09,10.66,30.9,20.23,1.99,1.13,0.86,79.88,0.08
25.3,21.18,10.58,30.78,20.21,1.8,0.89,0.91,79.62,0.25
23.59,22.23,9,30.85,21.84,2.09,0.95,1.14,81.56,1.2
18.3,22.44,6.87,29.07,22.2,1.66,0.14,1.52,82.94,11.94
24.42,21.95,7.7,30.6,22.89,1.55,0.3,1.26,77.5,3.35
24.88,22.2,8.8,30.95,22.15,1.52,0.06,1.46,78.75,1.83
24.72,22.38,8.59,31.48,22.89,1.33,0.16,1.18,76.5,2.25
20.03,22.36,7.45,31.57,24.12,0.88,0.11,0.77,74.81,3.32
22.42,21.29,8.1,30.41,22.31,1.44,0.02,1.41,75.19,8.01
23.86,21.09,9.03,31.76,22.74,0.95,0.16,0.79,71.94,1.78
23.77,21.93,8.84,31.61,22.76,1.38,0.21,1.17,75.38,0.45
24.26,21.97,8.34,32.18,23.84,1.42,0.17,1.25,73,0.07
22.91,22.76,7.52,31.89,24.37,1.16,0.09,1.06,74.75,0.18
22.71,22.81,8.41,32.18,23.77,1.52,0.57,0.95,76.62,0.92
16.34,23,8.12,30.43,22.31,2.06,0.53,1.54,83.25,5.16
10.76,23.25,5.67,29.65,23.98,1.74,0.1,1.64,83.62,9.29
19.67,22.77,7.35,30.93,23.58,1.7,0.49,1.2,80.12,4.98
16.11,23.21,7.54,30.55,23.01,1.5,0.27,1.23,83.25,19.04
22.2,23.11,7.91,30.98,23.07,1.33,0.63,0.7,81.38,2.9
17.37,23.8,6.31,30.78,24.47,1.16,0.07,1.09,81.44,4.43
18.96,24.51,2.98,27.74,24.76,2.45,0.53,1.91,90.94,7.01
18.99,22.58,7.39,31.26,23.86,1.23,0.02,1.22,77.44,2.58
16.77,24.3,4.78,29.89,25.11,1.4,0.35,1.05,85.38,4.36
20.68,24.18,4.14,29.44,25.3,1.37,0.08,1.3,85.69,2.88
17.79,23.18,5.41,30.37,24.95,2.92,0.84,2.08,79.81,2.17
19.36,23.92,5.4,30.12,24.72,2.14,1.07,1.07,83.75,4.46
17.16,24.15,3.64,28.81,25.17,2.12,1.12,0.99,86.88,5.44
19.96,22.99,5.29,29.94,24.65,1.43,0.36,1.07,79.38,2.48
13.53,23.18,5.03,29.93,24.9,0.84,0.46,0.38,79.69,11.76
13.6,23.66,4.95,29.07,24.12,2.21,0.21,2,86.44,30.57
20.24,22.6,7.42,30.73,23.31,1.27,0.08,1.2,79.81,3.62
24.32,22.33,8.64,31.79,23.15,1.08,0.85,0.23,75.81,0.57
23.13,23.06,8.62,31.79,23.16,1.55,0.41,1.13,79.12,6.91
21.8,23.39,7.4,31.32,23.93,1.05,0.41,0.65,79.75,4.95
18.83,23.69,3.41,28.07,24.65,1.26,0.27,0.98,86.25,24.07
17.11,23.55,5.04,29.94,24.9,1.09,0.05,1.04,82.5,3.29
20.09,23.55,4.38,29.08,24.71,1.23,0.62,0.61,83.56,2.68
19.85,23.41,3.95,28.59,24.64,1.4,0.57,0.83,84.12,3.22
18.7,23.5,4.97,29.46,24.48,1.53,0.68,0.85,84.06,10.82
19.89,23.66,5.48,30.06,24.58,1.29,0.83,0.46,83.75,2.69
18.38,23.94,4.49,29.38,24.89,1.48,0.12,1.36,85.94,2.07
20.66,23.7,4.62,29.43,24.81,2.14,0.65,1.49,85.5,8.46
18.13,23.25,5.45,29.9,24.44,1.68,0.44,1.25,81.69,3.53
22.85,23.56,5.68,30.47,24.79,1.84,0.41,1.44,81.5,2.31
14.32,23.98,4.14,28.55,24.41,2.01,0.98,1.02,87.56,11.64
22.24,23.41,4.7,28.89,24.19,2.04,1.04,0.99,86.38,11.08
18.72,23.31,4.91,28.77,23.86,2.19,0.5,1.69,85.94,12.09
19.49,23.3,6.01,30.12,24.12,1.37,0.57,0.8,83.12,1.3
20.93,23.37,6.35,30.71,24.36,1.62,0.66,0.95,81.69,7.41
15.5,23.34,5.02,29.58,24.56,1.61,0.73,0.88,82.88,11.03
18.3,23.58,6.14,30.73,24.59,1.28,0.12,1.16,81.5,2.57
17,24.53,2.32,27.05,24.72,1.89,0.71,1.19,93.25,17.17
21.16,23.38,3.55,27.77,24.23,1.05,0.03,1.02,85.69,17.47
22.17,23.69,6.2,30.57,24.37,1,0.27,0.73,80.81,10.72
19.71,24.17,5.82,30.86,25.04,1.07,0.45,0.62,82.56,11.6
21.26,24.13,6.4,31.33,24.93,0.86,0.14,0.72,81.31,8.52
19.56,23.74,6.48,31.28,24.79,0.73,0.14,0.58,80.25,7.15
16.53,23.72,5.8,30.58,24.79,0.91,0.15,0.76,82.12,14.39
13.56,23.41,6.37,30.12,23.75,1.09,0.12,0.98,83.5,25.35
18.92,23.71,7.68,31.6,23.92,1.07,0.15,0.92,81.38,9.15
17.38,23.61,6.52,30.88,24.36,0.94,0.08,0.86,79.56,11.56
22.48,24.27,5.74,30.77,25.04,1.03,0.41,0.62,82.31,8.23
21.62,24.62,4.64,29.95,25.31,1.51,0.41,1.09,85.31,8.92
16.04,24.55,5.52,30.72,25.2,1.03,0.52,0.52,82.94,3.89
16.58,25.3,2.42,28.27,25.85,2.1,0.54,1.56,91.44,7.49
19.23,25.05,4.09,29.44,25.36,1.68,0.59,1.09,89.69,11.16
19.59,24.92,4.47,29.51,25.05,1.7,0.3,1.41,88.88,7.97
19.55,25.07,4.22,29.6,25.38,1.73,0.86,0.88,89.56,12.34
20.04,24.44,3.75,29.41,25.66,1.73,0.59,1.14,86.38,10.42
16.79,23.98,5.88,30.54,24.67,1.5,0.48,1.02,83.5,5.08
16.79,24.28,2.52,27.88,25.37,1.63,0.38,1.27,88.12,6.19
15.1,23.99,3.45,28.48,25.04,1.43,0.71,0.71,86.44,9.14
16.52,23.8,5.93,30.61,24.68,1.52,0.62,0.9,82.44,4.82
8.63,23.69,4.91,30.05,25.14,2.16,0.29,1.88,83.31,11.55
20.24,22.95,5.58,30.04,24.47,2.01,0.64,1.37,79.19,3.22
19.29,23.7,5.48,30.21,24.73,1.55,1.03,0.52,81.62,1.04
19.99,23.47,5.47,31.23,25.77,1.38,0.27,1.12,76.62,0.56
21.97,23.64,5.79,31.15,25.36,1.69,0.29,1.4,79.38,1.77
18.37,23.62,6,30.73,24.73,1.5,0.48,1.02,81.38,4.28
13.05,23.91,5.51,29.77,24.26,2.03,0.72,1.31,85.94,18.75
19.06,23.71,5.41,30.02,24.61,1.52,0.66,0.87,82.62,3.14
23.61,23.89,6.32,31.68,25.35,1.05,0.04,1.01,78.88,1.66
19.41,24.41,5.88,30.88,24.99,1.69,1.06,0.62,85.19,4.77
20.71,24.88,4.6,30.06,25.46,1.73,0.77,0.96,87.12,4.4
18.71,24.66,2.66,28.31,25.64,1.55,0.31,1.25,88.25,3.49
18.43,24.63,5.1,30.24,25.14,1.89,0.77,1.12,86,2.52
18.25,25.19,4.32,29.78,25.46,1.46,0.67,0.79,87.69,2.75
18.86,24.97,4.78,30.16,25.38,1.82,0.41,1.41,86.44,6.41
13.93,24.56,4.03,29.13,25.1,1.7,0.72,0.98,88.38,6.69
20.03,23.39,4.11,28.9,24.8,1.67,0.62,1.05,82.31,2.68
17.16,23.27,4.41,29.19,24.79,1.31,0.53,0.78,80.5,2.97
17.75,23.67,5.16,29.94,24.78,1.81,0.53,1.28,82.19,4.25
16.63,24.09,3.39,28.23,24.84,1.54,0.55,0.99,87.75,6.67
5.65,22.94,3.74,28.76,25.03,1.91,0.34,1.57,81.5,16.14
19.93,22.43,5.28,29.93,24.65,1.04,0.16,0.88,75,2.36
22.23,23.26,4.55,29.67,25.12,1.34,0.62,0.73,80.12,4.25
16.17,23.45,4.6,28.92,24.32,1.94,0.91,1.03,84.31,5.68
14.6,23.55,5.77,30.22,24.45,1.41,0.73,0.68,82.19,3.75
14.08,23.74,3.62,28.44,24.83,1.59,0.16,1.43,85.25,9.21
22.9,22.81,7.19,30.61,23.42,1.52,0.75,0.76,79.12,3
15.69,23.9,5.19,30.08,24.9,1.2,0.66,0.54,83,2.73
20.06,22.63,4.19,28.89,24.7,1.36,0.09,1.27,79.62,6.44
16.33,23.14,4.84,29.23,24.38,1.21,0.61,0.6,82.38,2.86
19.4,23.12,4.66,28.79,24.13,1.81,0.83,0.98,84.19,2.2
15.83,22.52,4.83,28.91,24.08,1.66,0.6,1.05,80.88,3.99
22.81,22.82,5.73,29.6,23.87,1.27,0.77,0.48,80.56,6.3
18.52,22.93,3.18,27.51,24.33,2.09,0.75,1.34,83.69,8.37
15.76,23.17,2.95,27.47,24.52,2.09,0.78,1.31,85.5,2.13
16.14,23.44,4.45,28.95,24.51,2.17,0.3,1.87,85,4.42
22.76,22.84,5.2,30.05,24.85,1.18,0.67,0.51,78.38,1.93
20.36,23.15,3.91,28.98,25.06,0.92,0.55,0.37,79.88,3.3
18.6,23.74,3.65,28.48,24.83,1.58,0.82,0.76,86.44,3.77
14.02,22.68,4.17,28.19,24.01,1.23,0.4,0.83,83.62,5.81
23.63,22.37,6.8,30.69,23.9,1.4,0.44,0.96,77.19,1.04
22.07,22.82,3.52,28.6,25.08,0.91,0.14,0.77,78.81,0.81
19.66,23.51,3.64,28.46,24.82,1.44,0.48,0.95,84.31,1.58
13.76,23.65,3.21,27.89,24.68,1.82,0.59,1.23,87.31,5.15
21.97,23.66,4.12,28.1,23.98,1.64,0.6,1.03,87.75,5.77
16.77,23.68,3.91,28.2,24.3,2.09,0.91,1.16,88.12,11.94
8.3,23.21,3.15,27.23,24.08,1.3,0.51,0.8,87.69,16.14
18.5,22.7,5.49,29.55,24.06,1.05,0.28,0.77,79.62,2.34
19.19,23.4,4.65,28.96,24.31,1.31,0.77,0.55,84.19,6.04
11.25,22.97,4.07,28.62,24.55,1.3,0.43,0.88,82.38,17.96
13.1,23.75,4.18,28.26,24.08,1.91,0.73,1.17,88.62,14.38
8.53,23.48,4.47,28.24,23.77,2.16,0.87,1.3,88.19,12.68
20.39,23.12,5.67,29.5,23.83,1.79,0.63,1.16,82.5,8.21
16.06,22.93,5.3,28.73,23.42,1.91,0.64,1.27,84.12,4.7
14.19,22.46,5.45,27.83,22.38,2.05,0.83,1.21,86.69,3.98
17.03,22.49,6.99,30.29,23.3,1.26,0.4,0.86,79.19,2.68
22.3,23.23,5.85,30.15,24.3,1.53,0.38,1.16,80,0.74
24.37,23.56,5.31,29.62,24.3,1.45,0.55,0.89,83.12,0.26
23.87,23.29,6.2,29.82,23.62,1.34,0.69,0.66,82.38,0.18
19.42,23.07,4.7,29.47,24.77,1.26,0.41,0.84,79.5,1.16
22.68,22.69,5.64,30.24,24.61,1.48,0.41,1.06,77.75,0.96
21.71,23.49,5.7,30.27,24.57,1.68,0.6,1.08,80.75,0.44
20.62,24.28,5.36,30.01,24.65,2.23,0.91,1.31,85.94,1.12
20.82,24.1,4.92,29.33,24.41,1.77,0.6,1.16,85.94,3.14
19.21,23.67,4.25,29.42,25.17,1.95,0.46,1.48,82.25,0.72
20.35,23.77,5.64,30.52,24.88,1.46,0.46,1,81.06,0.92
19.72,23.84,4.93,30.18,25.25,1.32,0.45,0.87,82.5,0.86
19.14,23.68,4.9,29.62,24.72,1.27,0.55,0.73,82.69,0.51
20.86,23.79,4.93,29.39,24.46,1.35,0.52,0.83,83.38,3.55
12.71,23.56,4.92,29.8,24.89,1.43,0.58,0.85,82.56,7.07
15.48,23.33,4.04,28.35,24.32,1.66,0.58,1.08,84.62,11.29
16.12,23.09,5,29.05,24.05,1.88,0.49,1.39,83.25,6.18
13.77,23.62,4.19,28.51,24.33,2.4,0.83,1.57,86.88,9.94
21.05,23.11,5.05,29.51,24.46,1.35,0.54,0.81,81,6.89
22.4,23.22,4.06,29.34,25.28,1.41,0.15,1.27,80.69,5.74
16.67,23.97,4.37,29.12,24.76,1.94,0.83,1.11,85.25,9.29
20.62,23.73,4.55,29.04,24.49,1.69,0.67,1.02,84.69,5.2
21.97,22.99,6.02,30.77,24.74,0.93,0.29,0.64,76.69,1.45
19.39,23.75,4.12,29.62,25.49,1.33,0.1,1.23,82.38,2.48
19.24,23.51,5.45,30.63,25.17,1.66,0.12,1.53,81.19,10.26
21.81,23.91,5.41,29.82,24.41,2.13,0.82,1.31,85.44,12.8
18.61,24.08,4.33,28.98,24.65,1.45,0.79,0.66,87.94,8.33
19.18,23.85,3.86,28.49,24.63,1.66,0.63,1.04,87.38,10.32
19.9,24.01,4.8,28.96,24.16,1.44,0.94,0.5,87.69,7.69
17.53,24.4,4.62,29.37,24.76,1.86,0.98,0.88,89,14.26
15.45,23.43,4.26,28.43,24.17,1.35,0.44,0.91,86.25,24.43
8.8,24.25,2.59,27.15,24.56,2.15,0.77,1.38,92.75,15.67
12.16,23.48,2.07,26.01,23.94,1.73,0.82,0.91,92.62,26.21
17.54,23.41,6.55,29.95,23.39,1.62,0.9,0.71,86.5,8.52
12.41,23.48,4.2,27.94,23.75,2.76,1.36,1.4,90.12,24.14
15.61,23.42,4.66,28.28,23.63,2.16,1.09,1.08,88.94,10.91
14.8,22.9,4.87,28.72,23.84,1.1,0.41,0.7,84.81,10.25
19.82,22.91,4.83,28.51,23.69,1.27,0.59,0.67,83.94,4.41
19.36,23.17,3.09,27.19,24.11,2.15,0.49,1.66,87.88,6.84
15.06,22.53,5.16,28.33,23.18,1.12,0.6,0.52,83.62,2.79
11.13,22.62,3.49,26.83,23.34,2.1,0.95,1.16,87.94,19.14
19.07,22.26,5.77,28.76,22.98,2.16,0.9,1.27,81.81,4.92
19.82,22.91,5.23,29.08,23.84,1.35,0.47,0.88,82.88,2.46
18.49,22.96,4.61,28.98,24.37,1.56,0.58,0.98,82.06,1.52
19.03,22.89,5.45,29.92,24.47,1.33,0.5,0.83,79.94,1.3
17.87,23.67,3.77,28.58,24.8,1.52,0.5,1.02,85.56,4.39
19.64,23.58,5.06,29.04,23.98,1.57,0.78,0.8,86.94,7.15
18.26,23.58,4.1,28.13,24.03,2.36,0.53,1.83,88.88,17.01
14.16,22.61,4.62,28.44,23.83,1.58,0.11,1.47,83.12,2.23
10.87,22.89,3.69,27.65,23.96,1.6,0.14,1.46,86.75,11.4
17.44,21.9,5.54,28.99,23.44,1.39,0.29,1.1,78.62,2.31
17.35,21.74,6.91,30.48,23.57,2.06,0.45,1.62,76.62,0.74
22.97,21.93,7.19,30.11,22.92,1.41,0.5,0.91,78.12,0.29
22.32,21.47,6.38,30.9,24.51,1.1,0.08,1.02,72.31,0.03
19.99,22.83,5.88,29.78,23.9,2.23,0.95,1.28,81.25,2.03
14.07,23.01,4.99,28.71,23.72,2.95,0.48,2.46,86.12,20.13
19.36,23.4,4.02,27.42,23.4,2.12,1.02,1.11,90.44,20.55
19.98,23.07,5.3,29.23,23.92,1.12,0.16,0.95,82.69,3.87
14.08,23.18,4.34,29.58,25.25,0.97,0.38,0.6,79.94,11.11
14.75,23.39,4.53,28.97,24.43,1.95,0.86,1.09,84.75,11.44
12.11,22.94,3.33,27.15,23.82,1.87,0.36,1.52,87.5,18.37
17.23,22.31,4.73,28.62,23.89,1.84,0.16,1.67,79.31,1.26
18.43,22.06,5.95,30.07,24.12,1.12,0.54,0.59,75.56,2.19
19.22,23.04,5.52,29.83,24.3,1.27,0.4,0.87,80.19,2.19
11.99,23.23,4.26,28.76,24.51,1.2,0.53,0.66,84.12,6.06
19.93,22.95,5.95,29.93,23.98,1.52,0.38,1.15,82.19,7.18
14.49,23.26,4.45,28.23,23.78,1.48,0.77,0.71,87.75,15.53
15.95,23.47,4.08,27.9,23.82,2.17,1.01,1.16,88.62,7.99
19.06,23.48,4.17,28.52,24.35,1.34,0.8,0.53,86.75,8.5
21.37,22.94,4.43,28.62,24.19,1.47,0.47,1,82.69,10.13
24.69,22.48,6.92,31.09,24.17,1.06,0.07,0.99,76,0.6
22.38,22.94,5.45,30.67,25.22,1.05,0.2,0.85,77.19,0.84
19.17,23.14,7.21,31.4,24.19,1.42,0.68,0.74,79.94,1.45
19.31,23.61,5.45,29.26,23.8,1.95,0.95,1,86.81,13.65
18.9,23.98,5.34,29.39,24.05,1.7,1.01,0.7,87.62,15.52
21,24.1,4.8,28.87,24.07,2.01,0.98,1.03,88.69,16.81
17.19,24,5.48,28.89,23.4,2.78,0.38,2.4,90.56,28.02
20.17,22.6,7.12,29.52,22.4,1.27,0.48,0.8,82.94,3.9
17.27,23.76,4.83,28.83,24,2.49,1.13,1.37,87.62,6.89
15.34,22.62,7.11,30.3,23.19,1.8,0.22,1.58,79.75,0.69
22.65,22.87,5.75,30.63,24.88,1.05,0.17,0.88,77.5,0.21
17.19,23.66,4.88,29.64,24.76,1.48,0.78,0.7,84.06,6.11
12.63,22.8,3.38,27.21,23.83,2.34,1.15,1.19,87.19,19.76
9.44,23.23,3.63,27.35,23.72,3.21,1.48,1.73,89.12,23.41
14.03,23.57,4.81,28.84,24.02,3.67,1.41,2.26,86.56,12.8
16.9,23.75,4.96,29.08,24.12,2.72,0.84,1.88,85.75,2.63
18.15,23.84,5.15,29.69,24.54,1.3,0.88,0.41,84.69,0.61
19.54,23.92,5.16,30.01,24.84,2.74,0.94,1.81,84.25,0.16
23.01,23.42,5.7,30.62,24.92,1.78,0.45,1.33,79.94,0.25
21.96,22.97,6.05,30.78,24.73,1.7,0.31,1.39,79.31,0.13
23.15,24.05,5.35,30.1,24.75,1.96,0.95,1,84.12,0.29
21.4,23.87,5.68,30.84,25.16,2.16,0.12,2.04,81.19,0.7
21.28,23.87,5.2,30.58,25.39,1.51,0.18,1.32,80.69,2.65
15.95,23.62,3.88,28.3,24.43,1.7,0.43,1.27,86.38,3.17
13.72,23.23,5.31,28.98,23.67,1.88,1.04,0.84,85.12,8.77
20.87,23.19,5.98,30.07,24.09,1.31,0.45,0.86,80.81,6.71
